Sensor 1;Sensor 2;Sensor 3;Sensor 4;Sensor 5;Sensor 6;Sensor 7;Sensor 8;Resultado
-4;9;25;13;-7;-19;-5;-6;1
-19;-17;-18;-47;-5;6;-7;-18;1
-11;-8;-6;1;-13;-42;-13;-14;1
-6;-5;-10;-35;-38;-24;-14;-14;1
-3;-10;17;-4;7;23;6;-2;1
18;21;-9;1;-4;-3;0;18;1
13;-3;-7;9;-1;3;6;9;1
-4;-1;4;-14;-8;-2;-11;-5;1
2;4;5;10;2;-5;-1;1;1
1;1;16;-4;-5;3;0;2;1
-6;-16;-8;-28;-9;37;11;-8;1
-2;3;-1;-11;-17;-37;-15;-3;1
7;6;-16;-6;1;-4;0;-2;1
3;-4;9;4;-9;-24;2;1;1
-4;5;-16;12;11;26;3;2;1
6;12;1;43;30;44;25;14;1
11;-15;-7;-3;-2;-21;16;11;1
-1;1;0;15;11;-21;6;11;1
10;-3;17;22;21;56;9;4;1
-5;4;13;2;-4;-3;-10;-5;1
-2;0;-3;-4;9;31;24;48;1
5;-3;-2;-11;6;30;1;-2;1
-2;9;11;28;16;-14;8;8;1
8;5;-7;4;18;24;21;10;1
-31;-18;1;13;12;33;8;-15;1
9;8;5;17;20;8;13;7;1
17;-4;-16;-4;-13;-37;-7;14;1
11;3;1;-13;-5;0;2;1;1
-8;-11;-15;-19;-13;-13;-14;-13;1
0;-7;-1;1;12;37;21;9;1
-5;-9;18;47;7;2;0;0;1
-7;7;-13;0;-3;-5;-3;-8;1
-7;-5;0;-25;-28;-37;-22;-18;1
8;2;-16;-35;-20;-7;-8;4;1
-7;-3;5;21;17;21;4;6;1
-9;-11;19;-15;-13;0;-3;-9;1
-4;4;-1;8;4;-7;-3;-2;1
-11;-6;-3;-11;-6;-9;-8;-10;1
5;7;6;16;11;2;11;4;1
6;-7;-15;-17;-4;-21;-5;7;1
1;-5;-9;-2;0;31;1;1;1
-4;-11;-13;-11;-11;10;-13;-9;1
-4;6;-13;3;-1;-4;1;-1;1
6;9;11;37;24;-7;26;17;1
-6;-10;-1;-15;5;54;8;-1;1
1;-2;6;6;2;-3;-11;-7;1
-13;-10;4;-18;-19;-3;6;-3;1
-7;-15;4;-1;-7;-10;-11;-8;1
2;0;3;-13;1;-11;-11;-14;1
-7;0;-11;-13;-11;-33;-12;-14;1
-9;5;12;11;-5;-8;-9;-9;1
2;12;8;6;5;39;27;-2;1
6;6;17;1;-2;-21;-13;-8;1
1;-7;-2;-11;-22;0;-13;-6;1
3;20;6;4;-27;-25;-8;-9;1
-7;-11;-9;-12;-9;-43;-18;-9;1
-1;-5;8;17;32;57;30;9;1
-23;-24;-7;-16;-15;-22;-11;-11;1
5;4;-6;1;6;-25;-6;1;1
-11;-7;-15;-19;9;23;4;-7;1
9;9;9;-19;-12;8;-2;4;1
-6;-14;-7;-5;-4;16;8;-2;1
8;10;7;-10;5;12;-6;0;1
8;10;-11;6;4;6;13;9;1
-3;9;3;-8;-2;-21;-4;-6;1
5;17;7;20;16;11;4;6;1
4;-8;-18;-6;2;2;8;11;1
4;17;2;1;16;5;-4;-2;1
0;-15;-17;-17;-6;-40;-9;2;1
-6;0;1;-13;-5;-7;-11;-8;1
-8;-22;-4;-22;-18;-32;-10;-10;1
-14;-11;5;-37;-28;-9;6;-8;1
-5;5;-11;3;-9;-16;-5;-1;1
4;4;-39;12;31;17;4;10;1
-3;-25;-52;-35;-18;-20;-19;-11;1
3;10;0;22;-13;-42;-17;1;1
3;10;-4;66;9;8;-5;3;1
-18;-14;-28;-59;-5;-12;-9;-12;1
0;-3;0;-54;-48;-54;-18;-10;1
4;-1;3;-13;22;24;18;11;1
-5;-14;-10;-20;-29;-26;-7;-3;1
-6;3;0;-2;19;-11;-10;-1;1
4;0;9;8;22;48;5;6;1
-2;1;6;1;7;15;1;6;1
3;7;0;-17;-4;-30;-16;1;1
5;8;10;2;-3;-24;2;6;1
-4;-8;6;-5;13;28;0;-1;1
-5;-10;10;-22;-15;-7;-6;-7;1
-5;-7;-3;-21;-5;-20;-19;-10;1
7;15;10;-23;0;3;6;2;1
-10;-16;-6;-23;-6;-4;-13;-10;1
6;1;-7;6;10;6;-6;2;1
-3;-2;2;3;-12;-20;0;1;1
-8;-4;-7;-13;-3;8;-9;-14;1
-12;-21;-11;-21;-11;1;5;4;1
-2;1;8;10;0;-21;-10;-2;1
-8;-8;5;-12;-11;-31;-8;-3;1
8;13;23;20;24;50;27;13;1
-3;-20;-19;-29;-1;16;-5;-6;1
16;9;-15;26;20;7;6;15;1
9;6;5;3;14;37;26;13;1
-3;-7;18;10;1;-12;-12;-5;1
4;-3;11;37;-21;-5;-8;2;1
-6;-15;-15;-23;-1;38;4;-2;1
19;34;4;24;-4;-23;6;16;1
-12;-30;2;-19;-22;-46;-28;-21;1
-11;-15;13;-17;2;2;-5;-6;1
-14;-11;2;-30;-29;-12;-8;-16;1
7;27;5;34;28;17;15;12;1
-6;0;12;17;0;-7;4;4;1
15;17;6;23;11;29;29;11;1
-13;-23;-12;-24;-36;-24;-9;-7;1
6;10;10;-12;-16;18;0;-4;1
-6;1;1;-12;-17;-24;-1;-5;1
-3;-1;1;19;-8;-48;-28;-8;1
7;-1;-23;-15;28;21;12;5;1
0;16;-10;-11;15;23;-2;-7;1
16;1;2;6;-26;-47;-12;4;1
-10;-5;3;-10;-5;-32;-21;-10;1
9;4;1;8;12;39;15;11;1
-3;8;-3;1;9;-10;-2;-4;1
-1;-4;-5;18;21;-11;4;4;1
5;10;7;3;9;45;18;6;1
-5;-20;-5;-12;-5;4;-2;-5;1
9;10;5;2;-36;-10;-1;2;1
-3;2;-3;4;-8;-10;-1;-4;0
-3;-5;-8;1;12;1;4;4;0
-2;1;-3;4;0;1;-6;-1;0
-4;-4;4;-4;-1;9;0;-2;0
-2;-1;9;6;15;5;3;-2;0
2;1;10;1;-6;-4;-1;-2;0
-4;-2;0;-1;0;5;0;-1;0
-3;-2;-3;1;-2;-5;-2;-3;0
0;1;1;-3;0;3;-2;0;0
-2;-1;-1;1;-3;-2;-3;-1;0
-1;-2;-2;-2;0;1;0;-1;0
1;1;3;2;-1;-1;-1;-1;0
-2;-1;5;2;0;0;-1;-1;0
1;-1;2;2;6;-1;0;-1;0
-3;-2;0;-3;-4;-3;0;-5;0
0;1;-5;-1;0;-1;-2;-1;0
0;0;2;-5;-2;-1;-1;-1;0
-1;-2;-2;0;2;-1;0;-1;0
2;-2;3;0;1;1;2;1;0
-1;-1;2;-1;-1;0;-1;-3;0
-1;0;-3;0;-2;-1;-1;-1;0
0;-2;-6;-1;-1;0;0;-1;0
0;-1;-2;0;0;0;0;-2;0
0;-1;2;0;0;-1;0;0;0
-3;-1;-1;1;5;1;-1;1;0
1;-2;8;-3;-2;-5;0;-1;0
-1;-1;-1;-1;-5;-2;-1;0;0
0;-3;3;-2;-3;-1;-1;-1;0
1;-1;0;-1;-2;2;2;-64;0
1;-4;1;-3;-2;-3;-2;1;0
0;-2;-9;-1;0;-1;-1;-1;0
-2;1;-2;-1;0;-2;-1;-3;0
0;0;-5;1;4;2;1;0;0
-1;-3;-2;1;-2;0;-1;-1;0
-3;-1;-2;0;-2;-2;-1;-2;0
-1;-2;-8;-2;8;-1;1;1;0
1;1;-5;2;-4;-1;-1;-1;0
-2;-1;-4;-1;1;1;-1;0;0
1;-1;-3;2;1;-1;1;0;0
1;0;-1;3;-3;-1;-4;0;0
-1;0;3;1;-5;-1;-3;0;0
1;1;1;-3;0;-3;1;-3;0
-1;-1;-1;-2;-3;-1;0;0;0
-2;-2;1;-2;-2;1;-2;0;0
-2;-2;-2;-1;-2;-2;0;-1;0
0;1;2;-1;4;-1;0;-2;0
-1;0;2;-2;0;-1;-1;1;0
-1;0;1;-1;0;1;0;0;0
-2;-1;-1;-2;-1;0;0;0;0
-1;-2;0;-1;-4;-2;0;-1;0
0;-3;5;-3;2;0;0;1;0
-1;-1;0;0;2;-2;-2;-3;0
0;-1;-3;-2;-3;-3;-1;-3;0
-1;0;-6;-1;3;1;-1;-2;0
2;0;1;-1;-4;0;0;2;0
-1;-1;-4;-2;-1;-1;-1;0;0
-2;-2;-4;1;3;0;-2;-4;0
-1;0;0;-2;-2;0;-1;1;0
1;-2;2;-2;-4;-1;1;0;0
-1;1;-1;-1;-3;-2;-4;-4;0
1;-1;0;-1;-2;-2;2;0;0
-1;-2;1;1;0;-1;-1;-2;0
1;3;-1;14;3;2;1;0;0
-2;-1;2;-2;-4;-1;1;1;0
1;-1;-1;-1;-5;0;0;1;0
0;-1;2;2;0;0;-1;0;0
-3;-1;-1;-1;-3;-2;-2;-1;0
1;0;1;-2;-6;-2;1;-2;0
-1;0;-5;1;-3;-1;1;0;0
-2;-1;-4;-1;-1;-3;-2;-1;0
1;-1;-5;-2;0;-3;-1;0;0
1;-3;-1;0;-1;0;0;0;0
0;0;0;0;-4;-1;-3;-2;0
-2;-1;2;0;-2;-2;-1;0;0
-1;0;4;-2;1;-1;-1;0;0
-1;-1;0;-1;-1;0;0;-1;0
-2;-3;1;1;-6;0;-1;-2;0
0;-2;4;-1;-2;-2;1;0;0
0;-2;3;-3;-1;1;2;2;0
0;-1;3;-2;-4;1;0;-1;0
-1;-2;-4;0;-1;-1;-1;-2;0
-1;-3;4;-2;-1;-1;-2;-3;0
-1;2;1;0;5;0;-1;-2;0
2;1;3;3;-5;0;1;1;0
-3;-2;-3;-1;1;1;-1;-1;0
-2;-1;-1;-3;-3;-2;1;-1;0
0;0;-1;-2;4;-3;-1;-3;0
-2;-1;1;1;-3;-1;1;1;0
-1;-1;-4;-2;0;-1;-1;-3;0
0;0;-1;-4;-3;-3;-1;-1;0
1;0;-5;0;0;0;-2;0;0
-1;-3;-3;-1;-6;-1;0;-2;0
-2;-2;1;0;-3;0;0;-3;0
0;-1;-1;0;-3;-2;-2;-2;0
1;-2;6;2;-3;-1;0;1;0
1;-1;2;2;1;1;1;-1;0
1;-2;3;6;5;2;2;5;0
0;-2;0;-1;5;-3;-4;2;0
-1;0;2;-3;-1;-2;-1;1;0
-2;-1;0;-2;0;-1;-1;-1;0
-3;0;0;-2;0;-2;0;-1;0
0;0;2;0;-5;0;-3;-2;0
1;3;3;0;-2;-1;-2;-2;0
-2;-5;-1;-1;-4;1;-1;-3;0
-2;1;0;-2;-5;-2;-4;-2;0
-2;-1;3;-3;-1;-1;1;1;0
1;2;-4;0;0;-1;-1;-1;0
-1;2;-9;2;4;0;0;0;0
3;1;-8;-4;-2;-5;-7;-2;0
4;5;2;1;0;1;3;2;0
-3;-7;7;-6;-5;-8;-3;-2;0
-2;-6;0;8;5;5;1;0;0
3;9;13;11;11;4;4;4;0
0;10;0;2;-1;1;0;-1;0
-14;-16;-17;-31;-8;-4;-6;-10;1
-5;-14;-7;-13;-15;-12;-9;-4;1
10;21;17;16;8;12;13;9;1
-6;-15;-15;-30;-11;-11;-4;-5;1
-10;-25;15;-10;-9;10;-5;-12;1
-16;-26;-25;-46;-7;-6;-5;-5;1
0;-15;-25;-52;-24;-11;-16;-6;1
-12;-20;-21;-46;-21;-16;-6;-2;1
12;12;0;18;4;-8;-4;4;1
-1;-11;-10;0;2;4;7;4;1
10;19;-5;16;13;7;6;8;1
6;9;1;27;19;11;5;3;1
17;2;5;59;15;12;13;20;1
-8;-12;0;-7;0;4;-3;-9;1
4;7;17;1;3;21;11;4;1
-16;-33;-25;-63;-16;1;-10;-16;1
-4;3;4;-1;-7;-8;-7;-7;1
-4;2;6;14;-6;-20;-8;-7;1
-8;0;9;31;21;28;1;-7;1
6;5;15;-4;-9;1;6;4;1
0;7;7;9;26;0;-8;0;1
-5;-3;14;25;-10;4;8;8;1
-2;0;4;15;7;12;9;1;1
0;0;6;-2;-4;-8;-8;-7;1
3;-4;-7;11;1;-2;-2;0;1
9;11;1;24;6;24;12;8;1
-5;-5;-19;-5;1;-14;-5;-8;1
3;-1;4;0;6;1;-2;1;1
-2;-7;-15;5;2;2;-1;0;1
3;1;13;5;-1;-8;12;6;1
-1;-7;8;-15;-14;-1;-2;-1;1
-16;-21;-2;-75;-42;-43;-34;-20;1
4;10;6;13;-7;-5;-4;2;1
2;4;5;11;2;1;-6;-1;1
0;-3;4;-4;-9;-1;1;1;1
-2;3;8;46;23;2;-4;-1;1
0;-1;-5;-8;-4;-3;0;-1;1
1;6;29;36;2;4;4;5;1
-7;-6;-5;-4;-2;-1;-2;-3;1
-3;-7;-14;-15;-10;-24;-3;2;1
-8;-12;-9;-17;-16;-16;-11;-9;1
2;6;-3;-6;-3;-1;1;3;1
-3;-3;-4;-23;-3;-13;-3;-3;1
0;9;19;14;0;5;2;-5;1
2;5;-5;10;23;-2;-3;-2;1
-8;-1;1;-13;-8;-11;-13;-7;1
-8;0;2;-15;-17;-13;-11;-14;1
-7;-10;13;-14;-14;-19;-7;-7;1
9;6;13;34;4;17;16;11;1
3;10;1;1;3;-2;1;6;1
-4;-4;-10;-9;-7;-13;-11;-3;1
-7;-4;-9;-41;-8;-16;-22;-12;1
-3;-9;13;-20;-27;-17;-9;-6;1
1;-2;-7;5;17;-7;0;5;1
-3;-8;17;2;-16;-20;-3;-2;1
10;13;0;5;-1;-10;0;5;1
-10;-6;1;17;10;-4;-11;-9;1
7;6;-6;14;17;40;21;8;1
-7;-10;-15;1;1;-6;3;-2;1
-8;7;4;-7;-9;-20;-5;-5;1
1;-1;0;22;18;37;12;5;1
1;2;-6;-11;-27;-24;-9;-7;1
0;-4;4;-7;-9;-7;-2;1;1
0;-2;3;-5;-10;-7;-4;1;1
-1;-2;0;6;-11;-9;-10;-8;1
6;8;-8;0;7;-15;-2;5;1
-4;-4;-4;-6;13;29;0;-1;1
-1;-14;-3;-4;-10;-5;2;0;1
-4;-6;-1;-6;-6;-2;-5;-4;1
-1;1;13;-4;-10;-30;-16;-4;1
2;3;-5;-6;-19;-4;-1;1;1
-7;-6;-12;-16;1;-6;-8;-8;1
-1;8;4;10;12;11;3;1;1
6;1;-1;3;7;9;4;4;1
-3;4;13;6;-15;-10;2;-6;1
-12;-23;-6;-20;-16;-5;-6;-15;1
-7;3;15;-5;-5;-24;-19;-8;1
-5;-4;3;-1;11;8;1;-1;1
13;19;-3;24;15;2;12;4;1
-2;7;12;1;3;26;18;4;1
-8;8;-14;17;15;10;8;-7;1
-4;-5;-10;10;12;32;12;6;1
-7;-1;1;-24;-1;2;6;-5;1
-4;-4;0;9;-4;-14;2;-3;1
-4;-7;-6;-10;-5;5;3;1;1
-8;-8;-3;3;5;1;4;-5;1
10;12;3;16;16;35;11;10;1
-15;-8;1;-4;-22;-13;-5;-6;1
-7;-1;-11;-15;-7;12;-9;-10;1
-2;-8;9;-12;-3;-6;-2;-3;1
-5;-15;6;6;0;16;-5;-3;1
12;3;8;8;7;-12;-3;9;1
-5;7;13;0;16;47;10;-5;1
-2;-1;0;-13;-28;-44;-23;-10;1
-5;13;47;7;15;47;14;-1;1
12;19;10;-4;-16;-4;-9;5;1
-5;-10;-24;-8;0;-15;9;0;1
12;8;4;-15;-28;-16;-2;6;1
-21;-23;-17;-25;-27;-36;-11;-12;1
12;-7;0;18;13;1;-3;11;1
6;3;-9;-15;7;21;7;7;1
-3;-6;-17;-9;-3;-30;-12;-7;1
-3;-2;-1;16;22;49;18;6;1
8;-7;15;6;-10;0;-3;-1;1
-6;-16;-19;-34;-19;-27;-10;-8;1
13;15;7;20;12;1;13;13;1
4;8;-8;34;18;-4;-9;-2;1
-9;-4;-6;-22;-2;-7;-3;1;1
11;13;-4;15;5;-4;-4;5;1
13;20;32;-55;20;81;33;22;1
-13;-14;21;2;-9;-22;-6;-12;1
-7;-10;20;0;10;-1;-8;-9;1
-8;-17;-6;-15;-18;-33;-18;-7;1
-13;-7;2;-16;-36;-46;-22;-14;1
0;-15;-20;-1;21;-13;0;9;1
3;7;-7;-3;14;18;7;1;1
5;-4;10;20;2;-8;7;4;1
10;15;5;15;7;4;14;11;0
6;5;14;11;3;3;17;13;0
-13;-11;4;14;15;13;3;-7;0
5;-1;-15;-1;-1;-2;-5;4;0
15;14;-10;56;33;29;12;17;0
-2;1;-5;4;1;-9;-4;-3;0
4;0;-15;-8;19;-8;3;5;0
4;2;-6;-1;-1;-15;-10;-2;0
-1;-3;-5;-6;-3;14;1;-1;0
1;-1;9;1;3;-6;8;6;0
0;4;9;0;-2;-1;-2;-4;0
-2;-1;15;0;0;4;0;2;0
1;2;-13;-4;-5;-2;0;-2;0
0;-1;-7;5;-3;-7;1;-1;0
-2;-2;-1;-2;-3;-10;-7;-4;0
-1;0;-2;-1;1;3;-2;-1;0
1;-2;1;-2;-3;-3;-2;0;0
0;2;-1;-1;-1;5;1;0;0
-3;-2;2;-3;-4;-5;-2;-3;0
-1;-2;-2;-3;0;1;1;0;0
0;2;-1;0;-1;-3;-1;-1;0
0;1;0;1;1;0;-2;0;0
2;0;4;0;3;1;-1;1;0
-2;-1;2;-4;-3;-3;-2;0;0
0;0;0;2;-1;-2;-1;-1;0
-1;1;-1;-2;1;0;0;-2;0
-2;-1;-7;-2;-3;-1;1;-4;0
0;-1;0;-3;-1;-3;-1;0;0
-1;2;1;-4;-1;-1;-3;-1;0
1;-2;4;-1;0;-1;-2;-2;0
0;-1;1;-1;-2;-3;-3;-1;0
-1;-2;-2;2;3;-2;1;0;0
-2;1;0;0;-1;-3;-3;-2;0
-3;1;-3;-3;-3;-3;-4;-2;0
-3;0;-3;-1;-1;-3;-3;0;0
0;1;-1;0;0;1;0;-1;0
-2;-3;0;-3;-2;-2;-2;-2;0
0;0;0;2;0;0;-1;-1;0
-1;0;-3;-1;-2;0;-3;0;0
0;-1;5;-2;1;-2;0;-2;0
-2;-1;0;-1;-2;1;-1;1;0
0;-1;-4;-2;-1;-3;-2;-1;0
-3;-1;4;1;-1;-2;0;0;0
0;0;1;0;0;-1;-1;-2;0
0;0;-4;-1;-1;-64;-2;0;0
-1;1;0;0;0;0;0;1;0
-2;-2;-4;0;0;-1;-1;-1;0
3;-1;2;3;1;0;1;-2;0
0;-1;2;-2;1;0;-2;-2;0
-1;-1;-4;-3;-1;0;1;0;0
0;-2;3;-1;-1;-1;1;-2;0
0;-2;0;1;-1;-1;1;-2;0
-1;0;-1;-3;-2;-2;-1;-2;0
1;2;-6;-1;-3;0;-2;-1;0
0;0;1;4;-1;-1;-2;-1;0
0;0;-4;-2;0;-1;-2;-1;0
-1;-2;6;-1;-1;-1;1;1;0
-1;0;0;-2;1;-1;-2;0;0
-1;1;-1;-1;-1;-1;-2;0;0
-1;-2;4;0;-2;0;-1;-1;0
-1;-1;4;0;0;-3;-1;-4;0
-1;-1;1;-1;0;-2;-1;0;0
-1;0;0;0;1;-1;-2;-1;0
-3;-2;-3;0;-3;-1;1;0;0
0;0;1;-1;1;-1;-1;-2;0
0;-2;0;-1;1;0;-1;-1;0
1;0;-1;0;0;-2;1;0;0
0;-2;3;-1;-1;-1;-1;-1;0
0;0;-2;1;0;-2;-1;0;0
1;0;-5;-2;-1;-1;0;-1;0
-1;-1;1;0;-2;-2;-1;-1;0
0;-1;3;-2;-1;0;0;0;0
1;-1;0;2;-1;0;0;1;0
-1;-2;-3;-4;-2;0;-2;-3;0
0;-2;-1;0;0;-2;-2;0;0
0;0;-2;0;2;-3;0;-1;0
-1;0;7;-1;-1;0;-1;-1;0
-3;-1;0;-1;-1;-2;-1;0;0
0;0;3;-1;1;1;-2;0;0
-2;0;-1;0;0;-1;0;-2;0
-3;-2;1;1;0;-2;-1;-2;0
-1;-3;3;-3;-4;-3;-3;-1;0
-1;1;3;-1;0;-1;-2;-4;0
-1;0;4;-1;1;-3;0;-1;0
0;0;-4;4;0;1;-1;-2;0
-1;-1;2;0;1;-1;-2;-1;0
0;0;4;-1;0;-2;1;0;0
-2;-1;-2;0;-2;0;0;-3;0
0;0;2;2;2;1;0;0;0
-1;0;-2;0;-3;-3;-1;-3;0
-2;0;-7;0;-1;0;0;-2;0
-3;-3;4;-1;-1;1;0;-1;0
0;-2;2;-1;1;0;1;0;0
-1;-2;-2;-2;-2;-1;-1;-1;0
0;2;0;-1;-2;-2;-3;-2;0
-3;3;0;7;3;1;0;-1;0
-2;-5;1;-4;-2;0;1;1;0
1;-3;5;-2;-1;0;0;-2;0
-2;-2;-3;-1;-1;-2;-4;-2;0
-2;-2;-1;2;-3;-4;-3;-2;0
-2;1;-2;0;-1;-2;0;0;0
1;0;-1;0;0;0;-1;-1;0
2;2;1;4;3;2;3;5;0
0;-2;-5;0;-1;-2;-3;-1;0
-1;-6;-4;-2;1;0;-1;-3;0
2;-1;-2;-3;-2;0;1;3;0
1;-1;-13;-2;1;4;3;4;0
2;7;1;-2;-1;-2;-2;0;0
-5;-5;-11;-3;3;-5;-4;-4;0
-3;-2;15;-4;2;3;0;-3;0
4;4;3;9;0;0;-1;3;0
-4;-9;-7;-52;-22;-5;1;-3;0
-7;-12;-6;-14;-9;3;-3;-6;0
-3;1;-1;0;4;-1;-1;-1;0
-4;-2;8;-14;-14;-5;-7;-5;0
7;18;-6;6;5;-6;-1;5;0
3;7;1;12;1;4;1;-1;0
-6;-10;2;0;-3;4;7;3;0
0;-8;-2;11;5;4;-1;-1;0
-1;-5;-8;-5;-8;-4;1;5;0
-15;-14;-7;-2;8;-9;-6;-12;0
1;1;-10;-1;-5;-2;-8;-12;0
-2;6;-11;-12;-13;1;-3;-4;0
-11;-8;-14;-10;-5;-30;-8;-2;1
0;8;-20;-7;13;19;-63;2;1
2;-5;19;18;-4;-11;-13;-5;1
-3;10;3;-2;-8;-27;-5;-9;1
-3;-11;6;28;24;50;20;4;1
-11;-12;-8;-34;-16;-8;-13;-17;1
4;1;1;-3;-17;-12;-8;-2;1
-3;-12;7;-29;-18;-24;-11;3;1
-5;9;8;37;29;17;18;6;1
3;7;1;-14;-6;16;3;-3;1
14;18;13;30;6;22;14;17;1
-17;-21;12;17;11;0;-12;-17;1
5;14;21;21;2;9;2;8;1
0;7;-1;4;14;19;16;5;1
2;22;30;53;-3;12;16;4;1
0;-13;-23;-36;-21;-12;-1;3;1
-1;-9;-20;-22;-5;-11;-7;-3;1
7;23;9;17;8;11;-9;3;1
0;-3;13;-14;4;0;11;5;1
0;-1;-21;-18;-10;-21;-11;-1;1
3;2;9;12;16;20;8;0;1
-3;-5;13;-4;-5;6;-13;-5;1
-3;-1;1;24;6;-17;10;2;1
-3;3;-5;-18;1;10;1;-7;1
-4;-8;4;1;5;24;1;2;1
14;20;10;10;3;32;22;11;1
-15;-27;-20;-31;-14;-28;-22;-10;1
-9;-7;-2;-30;-15;-11;-12;-14;1
-6;-15;4;-13;-20;-16;-4;-5;1
10;11;-2;5;7;3;-1;2;1
6;14;8;-9;-6;-33;-10;-1;1
-1;0;6;-8;-16;-2;7;3;1
7;4;-9;26;18;3;10;7;1
-16;-5;-1;1;-17;-30;-2;-11;1
0;7;17;27;18;21;3;1;1
-3;-14;-10;-17;-7;-9;-6;-4;1
34;27;0;61;17;-7;17;23;1
17;11;2;-18;-10;-2;4;9;1
8;6;-4;18;14;0;4;13;1
-5;-3;-14;-12;-6;-11;-6;-8;1
-5;-1;0;-4;9;-8;-10;-9;1
-4;-3;-1;1;-8;-19;-7;-4;1
3;6;2;29;20;30;28;13;1
-16;-6;-1;-9;-12;-13;-12;-12;1
12;12;6;16;20;-1;6;13;1
1;-4;-5;-22;-22;-8;-4;-3;1
-7;-11;4;-15;-19;-43;-17;-7;1
5;5;-2;3;-3;-2;-10;-7;1
0;0;6;-8;-6;17;-4;-4;1
-2;5;-15;12;25;6;-1;2;1
3;2;13;3;-8;-1;12;7;1
-1;-9;-2;-15;-22;-32;-14;-5;1
-11;-11;-11;-21;-7;-7;-11;-12;1
2;16;-12;-2;-12;-24;-18;-6;1
3;9;5;3;1;25;8;9;1
2;0;-2;14;2;-2;2;3;1
11;19;-3;4;2;-7;6;7;1
-15;-6;-13;-8;-14;-19;-5;-9;1
3;-12;-7;7;7;35;19;6;1
5;11;24;-1;-22;-53;-27;-10;1
7;14;32;15;24;59;26;9;1
1;2;16;5;6;8;4;0;1
-2;-3;1;1;0;9;-1;-2;1
16;9;13;31;21;1;4;15;1
-4;-2;7;-8;-11;10;4;-5;1
-12;-11;-18;12;8;-14;-3;-11;1
-6;2;1;14;10;-7;-4;-4;1
-7;-7;-1;-22;-15;-2;-6;-4;1
-6;4;-12;-14;-6;-6;-9;-11;1
-5;-4;-4;-7;-1;6;-5;-4;1
-9;-9;5;-2;-4;27;21;1;1
7;-2;-18;20;16;26;19;9;1
-3;-5;10;-3;0;0;1;-4;1
-1;-2;-1;-1;-2;-8;-6;1;1
0;17;7;4;-3;4;-6;2;1
9;12;-2;-4;-8;-19;-5;7;1
8;10;5;-12;-27;-38;-28;-9;1
5;-1;17;15;31;55;22;19;1
-7;-16;16;-10;-15;45;17;-7;1
-8;-5;-10;-15;-31;-53;-30;-24;1
10;22;13;14;13;7;2;6;1
-3;3;-8;13;15;-14;-9;4;1
7;0;1;7;5;-1;-5;8;1
10;16;17;10;0;-10;3;8;1
-9;-9;10;2;0;32;0;-10;1
4;20;-7;3;-1;-37;-8;0;1
-4;-5;-1;-3;-7;-4;8;1;1
8;18;7;17;16;-23;5;8;1
5;11;2;34;39;64;37;12;1
-13;-9;-7;-15;-20;-34;-11;-6;1
-16;-28;-8;-7;31;60;7;-6;1
-4;5;8;-16;-15;-30;-18;-9;1
6;-2;-12;10;8;13;6;8;1
-9;-4;-1;2;6;48;25;6;1
1;7;2;-17;-35;-34;-17;-6;1
-1;1;1;0;5;3;0;-1;1
12;9;0;24;22;-7;4;10;1
6;4;4;-2;-9;-2;1;8;1
7;4;0;2;11;39;10;6;1
-10;-11;-6;-10;-5;7;-8;-8;1
-5;-7;-7;2;10;31;12;-1;1
9;12;1;-9;-4;-45;-11;3;1
10;2;7;2;-6;36;14;6;1
-14;-18;-2;-10;-13;-14;-8;-11;1
-4;-4;-7;0;-11;-35;-11;-5;1
-2;-2;-12;-5;-11;-11;-5;-4;1
5;4;17;4;13;23;13;4;1
-3;-1;1;-12;-16;-9;-9;-7;0
1;0;-10;0;0;3;2;1;0
-2;-3;3;-3;-10;-11;-4;-1;0
-1;0;3;1;5;-3;1;1;0
0;0;5;-2;13;7;0;0;0
-1;-1;3;1;-1;1;-1;0;0
0;-1;-1;1;0;-2;-2;-2;0
-1;-1;-2;1;-4;1;-1;-2;0
0;-2;1;-1;2;-1;1;0;0
0;0;-5;5;-2;1;0;2;0
1;-2;1;-2;2;-2;0;0;0
-4;-1;2;0;-2;-3;-3;-3;0
-1;-3;-2;-8;-5;-2;-2;-1;0
0;0;-3;-6;-4;-3;-2;-2;0
-2;-1;0;0;0;0;0;-1;0
1;0;3;-1;0;1;2;1;0
-1;0;-2;-1;-1;-2;-1;-2;0
1;-4;8;-3;0;-1;-1;1;0
1;-3;0;-2;-1;-1;-1;0;0
-2;0;-11;0;-1;0;-2;-2;0
0;-2;7;-1;-1;-1;-1;0;0
-2;-1;0;-2;-2;-2;-1;-1;0
-1;0;2;-2;1;-1;-1;-1;0
-3;-1;1;-2;-1;-2;-1;-2;0
-2;0;-4;0;0;-2;-1;0;0
-2;1;-5;0;-1;1;0;0;0
-1;-1;0;-2;-2;1;-1;-1;0
1;0;-3;2;-1;-1;-1;0;0
0;-2;1;0;0;-2;-1;0;0
0;-2;1;-2;0;0;-1;-3;0
-3;2;-4;-2;-2;-2;-3;-1;0
4;0;-2;4;3;2;4;4;0
-2;1;-1;0;-2;-1;0;-2;0
-1;-1;3;-2;-3;-3;-1;-2;0
0;-1;2;-1;1;-2;2;1;0
-1;0;6;1;0;0;-2;0;0
-1;1;1;-1;-2;-1;-1;-2;0
0;1;0;3;0;-1;-1;-1;0
0;-1;1;-2;-3;-3;-1;0;0
